Sleep Duration,Quality of Sleep,Physical Activity Level,Heart Rate,Daily Steps,work_hours_per_day,screen_time_before_sleep,breaks_during_work,Daily_Screen_Time(hrs)
0.4814814814814814,0.8,0.5,0.1428571428571432,0.5714285714285714,0.287887425853836,0.1362711109078458,0.9,0.2959183673469387
0.0370370370370372,0.0,0.0,0.9523809523809526,0.0,0.4830245976288824,0.5062039861788064,0.5,0.5714285714285713
0.4814814814814814,0.6000000000000001,0.4166666666666666,0.3333333333333335,0.4285714285714286,0.5430887603527209,0.1257468073094608,0.9,0.4183673469387754
0.1481481481481483,0.4000000000000001,0.3333333333333333,0.5238095238095237,0.3571428571428572,0.6939791282523745,0.0653603412503565,0.8,0.3877551020408162
0.0740740740740744,0.4000000000000001,0.0,0.3333333333333335,0.2857142857142857,0.5266671271417562,0.6396423826958729,0.8,0.3061224489795918
0.2592592592592595,0.6000000000000001,0.25,0.0,0.4285714285714286,0.4096544422731196,0.5495040000233812,0.9,0.5612244897959183
0.1851851851851851,0.4000000000000001,0.25,0.3333333333333335,0.4285714285714286,0.3216167037238828,0.0,0.3,0.8571428571428571
0.8148148148148149,1.0,0.75,0.1428571428571432,0.5714285714285714,0.3071161468496101,0.1472700104564822,0.4,0.1530612244897958
0.8888888888888888,1.0,0.75,0.1428571428571432,0.5714285714285714,0.9268899003897392,0.2598655704914974,0.9,0.4081632653061223
0.7407407407407409,0.8,1.0,0.2380952380952381,0.7142857142857144,0.639337861484609,0.0,0.0,0.3367346938775509
0.3703703703703702,0.4000000000000001,0.25,0.6190476190476191,0.2857142857142857,0.1994923289645388,0.6166813440905161,0.4,0.6836734693877551
0.7037037037037037,0.6000000000000001,0.75,0.2380952380952381,0.7142857142857144,0.7519935923072186,0.3312675439413768,0.5,0.4081632653061223
0.7777777777777781,0.8,1.0,0.1428571428571432,0.7142857142857144,0.6307553826007187,0.3312675439413768,0.3,0.2346938775510203
0.4814814814814814,0.8,0.5,0.1428571428571432,0.5714285714285714,0.7415014539062488,0.6911398804078936,0.0,0.510204081632653
0.0740740740740744,0.4000000000000001,1.0,0.4761904761904763,1.0,0.721442140817479,0.5211925470857983,0.8,0.6632653061224489
0.9629629629629632,1.0,0.0,0.0,0.2857142857142857,0.523996946287077,0.7890716665293827,0.7000000000000001,0.5408163265306122
0.0740740740740744,0.4000000000000001,0.0,0.3333333333333335,0.2857142857142857,0.8619240569843886,0.3335971424402321,0.8,0.4897959183673468
0.2962962962962963,0.6000000000000001,0.25,0.0,0.4285714285714286,0.564738357723133,0.0406133292801666,0.8,0.5306122448979591
0.1111111111111111,0.4000000000000001,0.1999999999999999,0.5714285714285716,0.1714285714285714,0.6612573336811427,0.2003224169536321,0.9,0.5306122448979591
0.4814814814814814,0.8,0.5,0.1428571428571432,0.7142857142857144,0.8002446024627019,0.1798225213285849,0.8,0.4897959183673468
0.5555555555555554,0.8,0.5,0.0,0.2857142857142857,0.2242309284649549,0.3429282040922972,0.5,0.4591836734693877
0.9629629629629632,1.0,0.0,0.0,0.2857142857142857,0.4490499711479475,0.5351529093258115,0.8,0.4591836734693877
0.1851851851851851,0.4000000000000001,0.25,0.3333333333333335,0.4285714285714286,0.6546613473404226,0.0369787561354156,0.1,0.3163265306122448
0.9629629629629632,1.0,0.0,0.0,0.2857142857142857,0.4022523481148484,0.5192366651369034,0.3,0.8265306122448978
0.7037037037037037,0.6000000000000001,0.75,0.2380952380952381,0.7142857142857144,0.336013636296333,0.2864374972856228,0.6000000000000001,0.1530612244897958
0.9629629629629632,1.0,0.0,0.0,0.2857142857142857,0.4982331521469346,0.0,0.5,0.2857142857142856
0.4814814814814814,0.8,0.5,0.1428571428571432,0.5714285714285714,0.7122151249284815,0.0037889304473582,0.6000000000000001,0.1224489795918367
0.1481481481481483,0.4000000000000001,0.3333333333333333,0.5238095238095237,0.3571428571428572,0.7390463921957003,1.0,0.6000000000000001,0.2448979591836734
0.0740740740740744,0.4000000000000001,0.0,0.3333333333333335,0.2857142857142857,0.7732077735798197,0.1667087595017431,0.8,0.4285714285714285
0.3333333333333335,0.6000000000000001,0.25,0.0,0.4285714285714286,0.3747646431049261,0.2732781887390473,0.2,0.2653061224489795
0.8148148148148149,1.0,0.75,0.1428571428571432,0.5714285714285714,0.3071161468496101,0.1472700104564822,0.4,0.1530612244897958
0.1851851851851851,0.4000000000000001,0.25,0.3333333333333335,0.4285714285714286,0.4014063369918311,0.071486909178587,0.1,0.2653061224489795
0.2592592592592595,0.1999999999999999,0.1666666666666666,0.7142857142857144,0.1428571428571429,0.5415753781247377,0.0233963941392185,0.2,0.6632653061224489
1.0,1.0,0.0,0.0,0.2857142857142857,0.4014886766394848,0.2042455724818011,1.0,1.0
0.2962962962962963,0.6000000000000001,0.25,0.0,0.4285714285714286,0.1291678225822541,0.6449836991309148,0.7000000000000001,0.3673469387755101
0.2592592592592595,0.1999999999999999,0.1666666666666666,0.7142857142857144,0.1428571428571429,0.4782342386903037,0.0,0.4,0.3673469387755101
0.0740740740740744,0.4000000000000001,0.0,0.2380952380952381,0.7142857142857144,0.6909847600035282,0.4211487386579713,0.6000000000000001,0.5408163265306122
1.0,1.0,0.0,0.0,0.2857142857142857,0.5865853402147222,0.1820008427485227,0.4,0.510204081632653
0.925925925925926,1.0,0.0,0.0,0.2857142857142857,0.4755640786950589,0.0,0.3,0.2653061224489795
0.1481481481481483,0.4000000000000001,0.0,0.3333333333333335,0.2857142857142857,0.136595811124413,0.0837718341689035,1.0,0.3673469387755101
0.9629629629629632,1.0,0.0,0.0,0.2857142857142857,0.6181743827118128,0.3312675439413768,0.6000000000000001,0.6530612244897959
0.8518518518518516,1.0,0.75,0.1428571428571432,0.5714285714285714,0.3479502932338009,0.5243507390824766,0.3,0.510204081632653
0.5185185185185186,0.8,0.5,0.1428571428571432,0.5714285714285714,0.7527676392451818,0.8304539771133863,0.6000000000000001,0.6122448979591836
0.5555555555555554,0.8,0.5,0.0,0.2857142857142857,0.2242309284649549,0.3429282040922972,0.5,0.4591836734693877
0.8888888888888888,1.0,0.75,0.1428571428571432,0.5714285714285714,0.1757253218787607,0.4212908591812661,0.5,0.3163265306122448
0.5555555555555554,0.8,0.5,0.1428571428571432,0.7142857142857144,0.598171494077976,0.5782717711605103,0.3,0.5612244897959183
0.9629629629629632,1.0,0.0,0.0,0.2857142857142857,0.3440542841661588,0.0690024123585117,0.0,0.4489795918367346
0.6666666666666665,0.8,1.0,0.2380952380952381,0.7142857142857144,0.5659901125135627,0.1154854855098307,0.3,0.7653061224489794
0.2962962962962963,0.6000000000000001,0.25,0.0,0.4285714285714286,0.6979274662307744,0.3312675439413768,0.0,0.173469387755102
0.592592592592593,0.8,0.5,0.1428571428571432,0.7142857142857144,0.6777368165048336,0.0,1.0,0.5510204081632653
0.7407407407407409,0.6000000000000001,0.75,0.2380952380952381,0.7142857142857144,0.3548626011388451,0.1161801388523414,0.7000000000000001,0.4081632653061223
0.8888888888888888,1.0,0.75,0.1428571428571432,0.5714285714285714,0.1783246025501016,0.5027372099085219,0.5,0.5714285714285713
0.8518518518518516,1.0,0.75,0.3333333333333335,0.2857142857142857,0.6413419934645603,0.2624635801424887,0.9,0.3775510204081632
1.0,1.0,0.0,0.0,0.2857142857142857,0.5865853402147222,0.1820008427485227,0.4,0.510204081632653
0.5185185185185186,0.8,0.5,0.1428571428571432,0.7142857142857144,0.2697451015693035,0.0,0.8,0.6530612244897959
0.1481481481481483,0.4000000000000001,1.0,0.4761904761904763,1.0,0.431359401248737,0.1201238741984788,0.6000000000000001,0.6020408163265306
0.3333333333333335,0.6000000000000001,0.1666666666666666,0.2380952380952381,0.3714285714285714,0.7286301900153858,0.0,0.3,0.5612244897959183
0.3703703703703702,0.6000000000000001,0.25,0.6190476190476191,0.2857142857142857,0.995532245925868,0.2532237282221334,0.2,0.6632653061224489
0.0740740740740744,0.4000000000000001,1.0,0.4761904761904763,1.0,0.6756326202874288,0.4361122179459327,0.4,0.510204081632653
0.5185185185185186,0.8,0.5,0.1428571428571432,0.5714285714285714,0.5654533153884835,0.0641526029061281,0.9,0.0
0.4814814814814814,0.8,0.5,0.1428571428571432,0.5714285714285714,0.4495652425159799,0.2513161015094214,0.4,0.2142857142857142
0.8888888888888888,1.0,0.75,0.1428571428571432,0.5714285714285714,0.6104160047595116,0.5760419368335807,0.4,0.2653061224489795
0.5185185185185186,0.8,0.5,0.1428571428571432,0.5714285714285714,0.7527676392451818,0.8304539771133863,0.6000000000000001,0.6122448979591836
0.1851851851851851,0.4000000000000001,0.25,0.3333333333333335,0.4285714285714286,0.2806412496988585,0.1195468068383366,0.2,0.5816326530612245
0.4814814814814814,0.8,0.5,0.1428571428571432,0.5714285714285714,0.5468141442960006,0.6240691121070836,0.1,0.4693877551020406
0.7407407407407409,0.8,1.0,0.2380952380952381,0.7142857142857144,0.2375958925604116,0.1461717557922313,1.0,0.5918367346938774
0.7407407407407409,0.6000000000000001,0.75,0.2380952380952381,0.7142857142857144,0.3548626011388451,0.1161801388523414,0.7000000000000001,0.4081632653061223
0.7037037037037037,0.8,1.0,0.2380952380952381,0.7142857142857144,0.5778606488277772,0.2664228247327801,0.7000000000000001,0.3367346938775509
0.5185185185185186,0.8,0.5,0.1428571428571432,0.5714285714285714,0.5121300792922134,0.3428260274868471,0.9,0.5408163265306122
0.8148148148148149,1.0,0.8333333333333333,0.0952380952380953,0.642857142857143,0.7382663466444801,0.1057918223909349,0.4,0.0816326530612244
0.4074074074074074,0.6000000000000001,0.4166666666666666,0.4761904761904763,0.3571428571428572,0.6770381633830331,0.0836994930154622,0.3,0.8265306122448978
0.4074074074074074,0.6000000000000001,0.4166666666666666,0.4761904761904763,0.3571428571428572,0.6770381633830331,0.0836994930154622,0.3,0.8265306122448978
0.1111111111111111,0.4000000000000001,1.0,0.4761904761904763,1.0,0.5665870078014649,0.0,0.0,0.2244897959183673
0.5185185185185186,0.8,0.5,0.1428571428571432,0.5714285714285714,0.818929606030867,0.5762388326744015,0.7000000000000001,0.4795918367346938
0.9629629629629632,1.0,0.0,0.0,0.2857142857142857,0.5526461041719483,0.2312243769362339,0.7000000000000001,0.3367346938775509
0.5185185185185186,0.8,0.5,0.1428571428571432,0.5714285714285714,0.5654533153884835,0.0641526029061281,0.9,0.0
0.0740740740740744,0.4000000000000001,1.0,0.4761904761904763,1.0,0.5321817748256621,0.179357599618987,0.1,0.6836734693877551
0.8148148148148149,1.0,0.75,0.1428571428571432,0.5714285714285714,0.6645385190211701,0.3502331818137204,0.9,0.5612244897959183
0.4074074074074074,0.4000000000000001,0.2833333333333333,0.1904761904761907,0.5428571428571429,0.366378538908317,0.4448149892957296,0.1,0.3673469387755101
0.7407407407407409,0.6000000000000001,0.75,0.2380952380952381,0.7142857142857144,0.4321171699381982,0.4832803797172808,1.0,0.5714285714285713
0.0740740740740744,0.4000000000000001,0.0,0.3333333333333335,0.2857142857142857,0.8153962480317348,0.3312675439413768,0.2,0.3061224489795918
0.5185185185185186,0.8,0.5,0.1428571428571432,0.7142857142857144,0.4482900024774897,0.159178008826961,0.3,0.6428571428571428
